player_id,year,school,conference,division,Jersey,Player,Yr,Pos,GP,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,teamid,conference_id,player_url
1546998.0,2016,Cornell,Ivy League,1,20,"Balestrieri, Paul",Jr,P,11.0,11.0,9.0,5.51,49.0,53.0,35.0,30.0,22.0,35.0,,222.0,192.0,8.0,3.0,1.0,1.0,6.0,1.0,,4.0,1.0,5.0,1.0,207.0,68.0,34.0,2.0,6.0,,11.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546998
1546997.0,2016,Cornell,Ivy League,1,12,"Veenema, Ryne",Jr,P,10.0,10.0,,13.5,4.0,9.0,6.0,6.0,5.0,3.0,,28.0,19.0,2.0,2.0,,,2.0,3.0,,9.0,5.0,,1.0,8.0,2.0,6.0,,,,2.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546997
1652420.0,2016,Cornell,Ivy League,1,39,"Lannoo, Peter",Jr,P,10.0,10.0,7.0,5.15,43.2,54.0,28.0,25.0,12.0,25.0,,196.0,176.0,13.0,1.0,,1.0,6.0,6.0,,4.0,1.0,,2.0,71.0,58.0,38.0,3.0,3.0,1.0,7.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652420
1783016.0,2016,Cornell,Ivy League,1,11,"Wahl, Austin",Jr,P,8.0,8.0,1.0,5.27,13.2,11.0,9.0,8.0,11.0,6.0,,69.0,49.0,5.0,,1.0,,2.0,5.0,,3.0,1.0,3.0,,98.0,16.0,18.0,,1.0,1.0,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783016
1779080.0,2016,Cornell,Ivy League,1,16,"Arnold, Austin",Fr,P,8.0,8.0,,2.08,4.1,5.0,1.0,1.0,5.0,3.0,,23.0,16.0,,,,1.0,,,,11.0,5.0,,2.0,9.0,1.0,9.0,,,,1.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779080
1652421.0,2016,Cornell,Ivy League,1,40,"Le Dorze, Pierre",So,OF,5.0,4.0,,36.0,1.0,5.0,4.0,4.0,1.0,,,10.0,8.0,1.0,,,,,1.0,,2.0,2.0,,,6.0,1.0,2.0,,,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652421
1779082.0,2016,Cornell,Ivy League,1,22,"Pannullo, Rob",Jr,P,5.0,5.0,,6.14,7.1,8.0,5.0,5.0,2.0,5.0,,33.0,30.0,2.0,,,,1.0,,,2.0,,,1.0,,8.0,9.0,1.0,,1.0,3.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779082
1439154.0,2016,Cornell,Ivy League,1,31,"McGee, Collin",Sr,P,4.0,4.0,1.0,32.4,1.2,6.0,7.0,6.0,7.0,2.0,,21.0,11.0,1.0,1.0,,,1.0,3.0,,6.0,6.0,,,50.0,1.0,2.0,,1.0,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1439154
1652396.0,2015,Cornell,Ivy League,1,19,"Wickham, Dale",Fr,INF,26.0,1.0,,13.5,0.2,3.0,1.0,1.0,1.0,,,5.0,4.0,,,,,,,,3.0,3.0,,,,,1.0,,,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1652396
1439148.0,2015,Cornell,Ivy League,1,5,"Lowell, Eliot",Jr,INF,20.0,1.0,,27.0,2.0,4.0,6.0,6.0,2.0,1.0,,14.0,11.0,1.0,,,1.0,,1.0,,,,,,,3.0,2.0,,,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1439148
1546998.0,2015,Cornell,Ivy League,1,20,"Balestrieri, Paul",So,P,15.0,15.0,3.0,4.43,40.2,53.0,25.0,20.0,10.0,31.0,,184.0,167.0,10.0,1.0,,4.0,4.0,5.0,1.0,10.0,5.0,,1.0,188.0,51.0,31.0,1.0,,4.0,11.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1546998
1439152.0,2015,Cornell,Ivy League,1,28,"Byrne, Michael",Jr,P,12.0,10.0,8.0,7.32,35.2,45.0,40.0,29.0,19.0,45.0,,174.0,146.0,4.0,,,,5.0,2.0,,,,5.0,2.0,150.0,33.0,25.0,1.0,7.0,1.0,20.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1439152
1324535.0,2015,Cornell,Ivy League,1,32,"Busto, Nick",Sr,P,11.0,11.0,6.0,6.27,33.0,38.0,24.0,23.0,11.0,26.0,,148.0,129.0,8.0,,,2.0,3.0,5.0,,2.0,2.0,3.0,,115.0,42.0,24.0,1.0,4.0,1.0,7.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1324535
1324531.0,2015,Cornell,Ivy League,1,22,"Upton, Eric",Sr,P,10.0,10.0,2.0,6.0,33.0,43.0,27.0,22.0,6.0,29.0,,154.0,143.0,7.0,3.0,,2.0,,3.0,1.0,4.0,,2.0,,225.0,45.0,24.0,2.0,4.0,,9.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1324531
1332286.0,2015,Cornell,Ivy League,1,13,"Urbon, Kellen",Jr,P,9.0,9.0,9.0,2.36,45.2,48.0,22.0,12.0,11.0,32.0,1.0,195.0,179.0,12.0,,1.0,,3.0,2.0,,,,2.0,1.0,207.0,52.0,40.0,2.0,4.0,,13.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1332286
1652395.0,2015,Cornell,Ivy League,1,16,"Lewis, Justin",Fr,P,8.0,8.0,,12.6,15.0,23.0,21.0,21.0,10.0,10.0,,79.0,64.0,3.0,2.0,,1.0,2.0,3.0,,5.0,1.0,1.0,1.0,53.0,15.0,17.0,,1.0,,3.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1652395
1652420.0,2015,Cornell,Ivy League,1,39,"Lannoo, Peter",Fr,P,6.0,6.0,,2.61,10.1,10.0,3.0,3.0,1.0,10.0,,41.0,38.0,2.0,1.0,,,2.0,,,12.0,6.0,2.0,,70.0,13.0,6.0,,,,4.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1652420
1324534.0,2015,Cornell,Ivy League,1,33,"Suppa, Roberto",Sr,P,5.0,5.0,1.0,14.4,10.0,20.0,18.0,16.0,14.0,12.0,,65.0,49.0,4.0,1.0,,1.0,3.0,2.0,,,,,,43.0,12.0,5.0,,1.0,,5.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1324534
1547001.0,2015,Cornell,Ivy League,1,37,"Brewer, Ray",So,P,5.0,5.0,,2.19,12.1,16.0,8.0,3.0,3.0,11.0,,57.0,49.0,1.0,,,1.0,3.0,4.0,,4.0,3.0,1.0,,79.0,12.0,9.0,1.0,,,4.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1547001
1652392.0,2015,Cornell,Ivy League,1,26,"McCulley, Zach",Sr,P,4.0,4.0,2.0,7.3,12.1,17.0,10.0,10.0,4.0,11.0,,57.0,51.0,7.0,,,2.0,1.0,1.0,,1.0,,1.0,,134.0,7.0,17.0,,1.0,,6.0,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1652392
1546997.0,2015,Cornell,Ivy League,1,12,"Veenema, Ryne",So,P,3.0,3.0,,18.0,5.0,9.0,10.0,10.0,4.0,2.0,,30.0,20.0,2.0,,,1.0,1.0,5.0,,5.0,,,1.0,,9.0,1.0,,,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1546997
1439149.0,2015,Cornell,Ivy League,1,21,"Horton, Matt",Jr,P,3.0,3.0,,27.0,1.0,4.0,5.0,3.0,2.0,1.0,,11.0,6.0,,,,,,1.0,1.0,3.0,2.0,1.0,,15.0,,1.0,,2.0,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1439149
1546994.0,2015,Cornell,Ivy League,1,7,"Soltis, Scott",So,P,1.0,1.0,,54.0,0.2,1.0,4.0,4.0,3.0,1.0,,6.0,3.0,1.0,,,,2.0,,,,,,,25.0,,1.0,,1.0,,,167,865,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1546994
